orgao,gestao,unidade_gestora,fonte_de_recursos,receita,arrecadado,date
01000 - ASSEMBLEIA LEGISLATIVA,00001 - GOVERNO DO ESTADO DE SAO PAULO,010001 - ASSEMBLEIA LEGISLATIVA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,11130311 - IRRF-IMP. RENDA RET. FTE-TRABALHO-PRINCIPAL,43385628.86,2021-07-01
01000 - ASSEMBLEIA LEGISLATIVA,00001 - GOVERNO DO ESTADO DE SAO PAULO,010001 - ASSEMBLEIA LEGISLATIVA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909911 - OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL,121257.6,2021-07-01
01000 - ASSEMBLEIA LEGISLATIVA,00001 - GOVERNO DO ESTADO DE SAO PAULO,010030 - FED-ASSEMBLEIA LEGISLATIVA EST.SP.,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13100111 - ALUGUEIS E ARRENDAMENTOS - PRINCIPAL,2069923.14,2021-07-01
01000 - ASSEMBLEIA LEGISLATIVA,00001 - GOVERNO DO ESTADO DE SAO PAULO,010030 - FED-ASSEMBLEIA LEGISLATIVA EST.SP.,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,256955.8,2021-07-01
01000 - ASSEMBLEIA LEGISLATIVA,00001 - GOVERNO DO ESTADO DE SAO PAULO,010030 - FED-ASSEMBLEIA LEGISLATIVA EST.SP.,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13600111 - CESSAO DIREITO OPERACIONAL.PAGTOS- PRINCIPAL,14021605.0,2021-07-01
01000 - ASSEMBLEIA LEGISLATIVA,00001 - GOVERNO DO ESTADO DE SAO PAULO,010030 - FED-ASSEMBLEIA LEGISLATIVA EST.SP.,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16909911 - OUTROS SERVICOS - PRINCIPAL,7.8,2021-07-01
01000 - ASSEMBLEIA LEGISLATIVA,00001 - GOVERNO DO ESTADO DE SAO PAULO,010030 - FED-ASSEMBLEIA LEGISLATIVA EST.SP.,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19100111 - MULTAS PREVISTAS LEG. ESPECIFICA-PRINCIPAL,332535.72,2021-07-01
01000 - ASSEMBLEIA LEGISLATIVA,00001 - GOVERNO DO ESTADO DE SAO PAULO,010030 - FED-ASSEMBLEIA LEGISLATIVA EST.SP.,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19280291 - OUTRAS RESTITUICOES-ESPECIF.E/DF/M-PRINCIPAL,63701.85,2021-07-01
01000 - ASSEMBLEIA LEGISLATIVA,00001 - GOVERNO DO ESTADO DE SAO PAULO,010101 - ASSEMBLEIA LEGISLATIVA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19280291 - OUTRAS RESTITUICOES-ESPECIF.E/DF/M-PRINCIPAL,12429.46,2021-07-01
02000 - TRIBUNAL DE CONTAS DO ESTADO,00001 - GOVERNO DO ESTADO DE SAO PAULO,020001 - TRIBUNAL DE CONTAS DO ESTADO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,11130311 - IRRF-IMP. RENDA RET. FTE-TRABALHO-PRINCIPAL,47160002.19,2021-07-01
