orgao,gestao,unidade_gestora,fonte_de_recursos,receita,arrecadado,date
01000 - ASSEMBLEIA LEGISLATIVA,00001 - GOVERNO DO ESTADO DE SAO PAULO,010001 - ASSEMBLEIA LEGISLATIVA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,11130311 - IRRF-IMP. RENDA RET. FTE-TRABALHO-PRINCIPAL,29087320.84,2021-04-26
01000 - ASSEMBLEIA LEGISLATIVA,00001 - GOVERNO DO ESTADO DE SAO PAULO,010001 - ASSEMBLEIA LEGISLATIVA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909911 - OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL,78967.28,2021-04-26
01000 - ASSEMBLEIA LEGISLATIVA,00001 - GOVERNO DO ESTADO DE SAO PAULO,010030 - FED-ASSEMBLEIA LEGISLATIVA EST.SP.,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13100111 - ALUGUEIS E ARRENDAMENTOS - PRINCIPAL,2026218.76,2021-04-26
01000 - ASSEMBLEIA LEGISLATIVA,00001 - GOVERNO DO ESTADO DE SAO PAULO,010030 - FED-ASSEMBLEIA LEGISLATIVA EST.SP.,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,109909.39,2021-04-26
01000 - ASSEMBLEIA LEGISLATIVA,00001 - GOVERNO DO ESTADO DE SAO PAULO,010030 - FED-ASSEMBLEIA LEGISLATIVA EST.SP.,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13600111 - CESSAO DIREITO OPERACIONAL.PAGTOS- PRINCIPAL,14021605.0,2021-04-26
01000 - ASSEMBLEIA LEGISLATIVA,00001 - GOVERNO DO ESTADO DE SAO PAULO,010030 - FED-ASSEMBLEIA LEGISLATIVA EST.SP.,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16909911 - OUTROS SERVICOS - PRINCIPAL,0.4,2021-04-26
01000 - ASSEMBLEIA LEGISLATIVA,00001 - GOVERNO DO ESTADO DE SAO PAULO,010030 - FED-ASSEMBLEIA LEGISLATIVA EST.SP.,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19100111 - MULTAS PREVISTAS LEG. ESPECIFICA-PRINCIPAL,297649.24,2021-04-26
01000 - ASSEMBLEIA LEGISLATIVA,00001 - GOVERNO DO ESTADO DE SAO PAULO,010030 - FED-ASSEMBLEIA LEGISLATIVA EST.SP.,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19280291 - OUTRAS RESTITUICOES-ESPECIF.E/DF/M-PRINCIPAL,40655.82,2021-04-26
01000 - ASSEMBLEIA LEGISLATIVA,00001 - GOVERNO DO ESTADO DE SAO PAULO,010101 - ASSEMBLEIA LEGISLATIVA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19280291 - OUTRAS RESTITUICOES-ESPECIF.E/DF/M-PRINCIPAL,12429.46,2021-04-26
02000 - TRIBUNAL DE CONTAS DO ESTADO,00001 - GOVERNO DO ESTADO DE SAO PAULO,020001 - TRIBUNAL DE CONTAS DO ESTADO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,11130311 - IRRF-IMP. RENDA RET. FTE-TRABALHO-PRINCIPAL,31528882.88,2021-04-26
